           1   2.3485643123882731     
           2   2.3485643123882731     
           3   2.3485643123882731     
           4  0.33560110443097280     
           5  0.33560110443097280     
           6  0.33560110443097280     
           7  0.33560110443097280     
           8  0.33560110443097280     
           9  0.19786020843039864     
          10   9.9085702572502043E-002
          11   9.9085702572502043E-002
          12   9.9085702572502043E-002
          13   9.9085702572502043E-002
          14   1.9832715717283733E-002
          15   1.9832715717283733E-002
          16   1.9832715717283733E-002
          17   1.9832715717283733E-002
          18   1.9832715717283733E-002
          19   1.9832715717283733E-002
          20   1.9832715717283733E-002
          21   1.9832715717283733E-002
          22   1.9832715717283733E-002
          23   1.9832715717283733E-002
          24   1.9832715717283733E-002
          25   1.9832715717283733E-002
          26   1.9832715717283733E-002
          27   1.9832715717283733E-002
          28   1.9832715717283733E-002
          29   1.9832715717283733E-002
          30   1.9832715717283733E-002
          31   0.0000000000000000     
