           1        4482   8.8999999999999947E-003  -4.9999999999999822E-002   8.0000000000000071E-002   2.1048100000000001     
           2          10   3.3999999999999972E-003   3.0000000000000249E-002   4.9999999999999822E-002   2.1089479999999998     
           3         111   6.5000000000000075E-003   9.9999999999997868E-003   8.0000000000000071E-002   2.1643019999999997     
           4          28   8.9999999999999906E-003  -3.0000000000000249E-002  -8.9999999999999858E-002   2.1772869999999998     
           5          14   5.8000000000000551E-003  -3.0000000000000249E-002   7.0000000000000284E-002   2.1830959999999995     
           6           5   8.8999999999999947E-003  -8.0000000000000071E-002  -4.9999999999999822E-002   2.1855109999999995     
           7          12   4.4999999999999676E-003  -5.9999999999999609E-002  -3.0000000000000249E-002   2.1908209999999997     
           8        2725   1.0000000000000106E-003   3.0000000000000249E-002   9.9999999999997868E-003   3.4295319999999996     
           9          10   9.9999999999995736E-005   0.0000000000000000       -9.9999999999997868E-003   3.4328889999999999     
          10          11   8.9999999999999906E-003  -8.9999999999999858E-002   3.0000000000000249E-002   3.4363229999999998     
          11         202   8.4999999999999590E-003  -1.9999999999999574E-002  -8.9999999999999858E-002   3.5371469999999996     
          12          42   9.6999999999999777E-003  -8.9999999999999858E-002   4.0000000000000036E-002   3.5574319999999999     
          13         336   3.3999999999999972E-003  -3.0000000000000249E-002  -4.9999999999999822E-002   3.7453149999999997     
          14          16   6.1000000000000420E-003   4.9999999999999822E-002   6.0000000000000497E-002   3.7567609999999996     
          15           8   6.1000000000000420E-003   4.9999999999999822E-002   6.0000000000000497E-002   3.7626480000000000     
          16           5   8.1999999999999712E-003   9.9999999999997868E-003   8.9999999999999858E-002   3.7650509999999997     
          17         148   2.5999999999999782E-003  -9.9999999999997868E-003   4.9999999999999822E-002   3.8362969999999996     
          18         191   8.0000000000000140E-003   4.0000000000000036E-002  -8.0000000000000071E-002   3.9302470000000000     
          19          12   1.3000000000000333E-003   2.0000000000000462E-002  -3.0000000000000249E-002   3.9388129999999997     
          20         144   8.0000000000003690E-004   2.0000000000000462E-002   2.0000000000000462E-002   4.0012770000000000     
          21         828   1.9999999999999147E-004  -9.9999999999997868E-003  -9.9999999999997868E-003   4.3590650000000002     
          22          16   5.3000000000000226E-003   7.0000000000000284E-002  -1.9999999999999574E-002   4.3653960000000005     
          23         442   1.6999999999999986E-003  -9.9999999999997868E-003  -4.0000000000000036E-002   4.5585390000000006     
          24          40   8.1999999999999712E-003   8.9999999999999858E-002  -9.9999999999997868E-003   4.5774260000000000     
          25           5   1.3000000000000333E-003  -3.0000000000000249E-002   2.0000000000000462E-002   4.5793430000000006     
